State,High school graduation,Median household income,Violent crime
PA,0.901,41538,158.47
PA,0.916,40043,121.14
PA,0.843,41519,239.55
PA,0.869,39912,272.93
PA,0.941,41949,248.19
PA,0.929,44887,151.86
PA,0.829,45038,154.84
PA,0.825,45564,136.39
PA,0.86,41756,77.37
PA,0.896,43793,83.24
PA,0.893,57982,110.2
PA,0.895,60134,96.08
PA,0.825,52096,511.83
PA,0.826,53480,509.9
PA,0.854,60900,541.63
PA,0.878,64186,534.95
PA,0.888,48703,107.24
PA,0.913,46388,93.95
PA,0.87,45935,256.25
PA,0.842,44223,254.78
PA,0.72,38740,218.5
PA,0.758,37929,211.84
PA,0.936,34693,283.66
PA,,38087,342.61
PA,0.84,51890,130.5
PA,0.866,53913,130.89
PA,,46848,189.79
PA,0.881,46032,175.04
PA,0.845,42819,140.42
PA,0.779,45156,148.04
PA,0.878,43456,156.95
PA,0.878,42479,167.49
PA,0.924,42614,313.65
PA,0.925,44504,335.02
PA,0.902,40876,203.7
PA,0.893,41637,157.87
PA,0.9,42261,96.43
PA,0.92,46183,94.86
PA,0.902,43002,231.57
PA,0.845,44926,227.56
PA,0.883,54748,176.39
PA,0.888,56766,176.68
PA,0.917,43346,411.88
PA,0.906,43199,453.65
PA,0.869,51490,176.27
PA,0.863,54952,192.83
PA,0.839,53457,282.05
PA,0.824,53722,268.69
PA,0.883,42244,288.51
PA,0.874,44734,286.12
PA,0.866,45306,176.69
PA,0.882,46663,176.81
PA,0.93,40621,198.55
PA,0.903,41653,200.26
PA,0.928,41889,216.73
PA,0.904,43936,214.83
PA,0.84,38220,124.56
PA,0.88,42567,131.72
PA,0.858,55492,313.88
PA,0.847,55273,336.41
PA,0.926,76924,194.35
PA,0.921,77021,182.07
PA,0.875,52625,346.36
PA,0.925,53329,309.55
PA,0.881,55483,194.49
PA,0.891,59605,197.12
PA,0.832,40814,339.62
PA,0.833,41078,281.97
PA,0.825,55287,176.79
PA,0.921,56544,173.01
PA,0.59,35518,1216.14
PA,0.652,36918,1189.95
PA,0.923,55159,125.28
PA,0.94,60168,125.68
PA,0.903,42097,157.03
PA,0.875,39781,167.78
PA,0.849,44430,204.09
PA,0.86,41514,204.62
PA,0.895,45746,334.57
PA,0.836,45558,293.93
PA,0.939,44184,141.03
PA,0.93,42712,141.93
PA,,39396,126.53
PA,,41668,201.39
PA,0.873,44632,137.89
PA,0.894,49244,128.35
PA,0.827,43719,93.65
PA,0.881,45052,96.8
PA,0.897,49327,95.51
PA,0.947,49488,82.99
PA,0.915,38351,149.05
PA,0.89,41736,134.61
PA,0.885,44466,309.01
PA,0.876,42043,249.86
PA,0.893,53545,214.83
PA,0.889,54919,200.85
PA,0.928,44265,112.88
PA,0.953,45807,117.05
PA,0.927,49642,160.25
PA,0.933,51412,160.24
PA,0.844,47497,92.87
PA,0.928,47012,83.63
PA,0.876,55646,249.94
PA,0.882,56963,254.35
RI,0.922,64572,81.58
RI,0.896,68415,84.98
RI,0.833,59682,125.24
RI,0.82,63232,120.6
RI,0.824,63434,199.77
RI,0.836,67291,187.28
RI,0.725,47601,341.24
RI,0.727,47642,344.76
RI,0.867,69150,82.24
RI,0.854,69267,73.64
SC,0.84,35456,528.82
SC,0.77,36187,486.08
SC,0.74,45699,401.2
SC,0.76,43876,356.0
SC,0.675,25633,1102.47
SC,0.725,25753,845.15
SC,0.762,39905,611.68
SC,0.788,41591,593.95
SC,0.725,30170,660.14
SC,0.759,30762,633.71
SC,0.785,32042,816.75
SC,0.707,31899,813.8
SC,0.7,54139,553.86
SC,0.75,56354,544.25
SC,0.75,49872,481.97
SC,0.74,50794,435.42
SC,0.875,42006,571.17
SC,0.875,40593,469.25
SC,0.73,48200,569.27
SC,0.75,51206,476.4
SC,0.8,37135,392.84
SC,0.8,37726,348.87
SC,0.73,33718,983.85
SC,0.71,36523,721.76
SC,0.72,31936,526.47
SC,0.78,33591,480.1
SC,0.776,30519,682.39
SC,0.807,30096,588.21
SC,0.76,33208,753.71
SC,0.76,33817,697.01
SC,0.89,34103,899.17
SC,0.93,34209,820.82
SC,0.664,29205,1411.36
SC,0.639,33696,1229.33
SC,0.752,53924,502.83
SC,0.766,55193,473.31
SC,0.79,42065,194.79
SC,0.73,44862,182.25
SC,0.69,34007,797.25
SC,0.77,35531,709.86
SC,0.809,40577,606.77
SC,0.805,41028,521.3
SC,0.84,40962,626.74
SC,0.86,41213,568.45
SC,0.74,47044,589.08
SC,0.72,49476,572.01
SC,0.782,37187,1300.38
SC,0.776,37217,1351.17
SC,0.734,32934,739.9
SC,0.717,32941,770.64
SC,0.75,40249,657.04
SC,0.77,41808,658.13
SC,0.73,35692,520.09
SC,0.65,34852,350.7
SC,0.73,46019,497.65
SC,0.79,44787,492.04
SC,0.74,43479,502.24
SC,0.8,40837,516.65
SC,0.674,36483,758.63
SC,0.712,36771,721.85
SC,0.725,30053,557.65
SC,0.775,30972,593.22
SC,0.775,52249,383.33
SC,0.792,53880,374.27
SC,0.664,29140,889.76
SC,0.709,28520,892.97
SC,0.62,28927,1114.16
SC,0.65,31185,1164.6
SC,0.775,39413,432.58
SC,0.775,38186,380.92
SC,0.76,38808,354.46
SC,0.74,37890,383.15
SC,0.77,42062,547.6
SC,0.81,42077,525.4
SC,0.708,33796,609.19
SC,0.755,32180,511.48
SC,0.72,39823,339.87
SC,0.75,42400,352.24
SC,0.629,47606,987.59
SC,0.608,47492,946.75
SC,0.775,41552,535.38
SC,0.825,40366,506.23
SC,0.774,41327,546.1
SC,0.79,42638,483.73
SC,0.805,39014,902.64
SC,0.82,39182,927.47
SC,0.73,32717,698.89
SC,0.79,34042,603.13
SC,0.71,28121,618.46
SC,0.77,29391,600.11
SC,0.792,51427,572.06
SC,0.82,54927,514.91
SD,,46493,0.0
SD,0.811,46072,
SD,0.811,43682,242.29
SD,,33784,184.74
SD,,35083,221.49
SD,,41217,4.69
SD,,45803,0.0
SD,0.918,49554,25.48
SD,0.918,51893,30.96
SD,0.861,52239,183.98
SD,0.861,50047,202.22
SD,,47417,120.09
SD,,45878,213.68
SD,,25179,
SD,,21572,
SD,0.88,41328,103.29
SD,0.88,41413,159.52
SD,,37422,153.22
SD,,37996,175.36
SD,,47901,13.46
SD,,45592,13.46
SD,0.875,38484,36.11
SD,0.875,41970,111.62
SD,0.866,47400,248.76
SD,0.866,49022,261.7
SD,,31312,0.0
SD,,31418,9.79
SD,,49902,69.62
SD,,51326,56.08
SD,0.921,48941,187.16
SD,0.921,47506,216.52
SD,,41634,
SD,,44188,
SD,,48946,46.0
SD,,52527,30.33
SD,0.763,33976,24.09
SD,0.433,34389,24.77
SD,,49476,12.13
SD,,48344,0.0
SD,,55098,0.0
SD,,51352,0.0
SD,0.843,38397,54.8
SD,0.843,39552,80.64
SD,,46371,14.33
SD,,50092,13.98
SD,0.939,47740,
SD,0.939,51065,
SD,,35483,
SD,,35589,
SD,,52404,136.65
SD,,56860,111.59
SD,,50424,9.86
SD,,50737,48.23
SD,,60052,9.64
SD,,57800,19.77
SD,0.825,55273,332.94
SD,0.825,57538,318.91
SD,,45791,9.11
SD,,44958,22.61
SD,,38582,
SD,,35387,
SD,,48126,0.0
SD,,48628,
SD,,50045,
SD,0.759,50089,87.16
SD,0.759,53116,65.82
SD,0.754,42927,112.09
SD,0.754,42867,114.95
SD,0.872,78360,176.69
SD,0.872,78567,216.3
SD,,40874,
SD,,40057,
SD,,47765,124.36
SD,,49254,192.61
SD,,49638,29.47
SD,,53478,29.55
SD,,38222,26.93
SD,0.791,51427,63.84
SD,0.791,50711,75.31
SD,,32164,363.99
SD,,33460,273.71
SD,,46311,27.77
SD,,45787,27.8
SD,0.826,48932,251.97
SD,0.826,52382,284.84
SD,0.476,51945,143.88
SD,0.545,53712,183.68
SD,0.801,49033,456.42
SD,0.801,48886,493.33
SD,,38695,22.57
SD,,40042,22.14
SD,,47805,44.38
SD,,50887,70.65
SD,0.791,40759,175.06
SD,0.729,44626,178.11
SD,,44800,0.0
SD,,46936,
SD,0.287,28406,0.0
SD,0.261,28512,0.0
SD,,48823,179.42
SD,,50274,154.23
SD,,54512,69.21
SD,,57188,122.17
SD,0.432,28943,
SD,0.494,30549,
SD,,41905,94.25
SD,,40975,99.79
SD,,52447,55.72
SD,,53115,71.37
SD,0.886,64772,23.4
SD,0.886,66831,34.32
SD,,40622,168.71
SD,,41030,150.78
SD,0.968,48284,140.18
SD,0.968,46599,194.07
SD,,30856,12.21
SD,0.729,30465,23.47
TN,0.88,41038,394.39
TN,0.934,42365,380.97
TN,0.81,41726,372.99
TN,0.92,42288,362.15
TN,0.925,33560,231.09
TN,0.925,35559,249.53
TN,0.775,32591,107.32
TN,0.825,35715,92.69
TN,0.913,46100,321.96
TN,0.919,45348,334.9
TN,0.86,39821,665.3
TN,0.904,42665,630.96
TN,0.85,32895,426.9
TN,0.82,32325,373.43
TN,0.81,39262,182.36
TN,0.875,40809,216.34
TN,0.929,35591,280.15
TN,0.953,35929,269.79
TN,0.924,33094,218.43
TN,0.926,32773,206.33
TN,0.84,51557,324.15
TN,0.92,52544,311.96
TN,0.925,40064,365.69
TN,0.96,40779,294.0
TN,0.84,33022,397.13
TN,0.91,32775,431.27
TN,0.975,29052,203.48
TN,0.975,30587,173.6
TN,0.9,30141,727.15
TN,0.94,30950,669.87
TN,0.852,41328,532.68
TN,0.907,43375,467.02
TN,0.925,35838,347.18
TN,0.925,37085,477.52
TN,0.92,39522,403.22
TN,0.93,36163,422.48
TN,0.759,44864,1137.3
TN,0.778,47239,1153.22
TN,0.925,35688,313.22
TN,0.925,37392,326.71
TN,0.875,37167,166.2
TN,0.825,36213,271.16
TN,0.85,43501,395.7
TN,0.9,44991,379.3
TN,0.889,38121,616.06
TN,0.965,40158,622.39
TN,0.79,52163,489.55
TN,0.84,56058,367.23
TN,0.925,28388,268.92
TN,0.941,31065,208.3
TN,0.9,42066,323.45
TN,0.91,41477,334.6
TN,0.918,35807,596.6
TN,0.932,40083,576.71
TN,0.85,38251,279.17
TN,0.89,39880,306.08
TN,0.92,35278,145.93
TN,0.92,35301,144.58
TN,0.948,34964,372.68
TN,0.949,35980,384.74
TN,0.875,27915,442.78
TN,0.925,26101,594.85
TN,0.9,36787,537.09
TN,0.87,38807,526.33
TN,0.82,47369,649.94
TN,0.81,47373,635.92
TN,0.725,25301,367.57
TN,0.775,26000,429.41
TN,0.81,32556,538.39
TN,0.82,34766,523.18
TN,0.85,35154,530.08
TN,0.85,36154,492.5
TN,0.91,36318,268.76
TN,0.95,36102,255.66
TN,0.825,32614,1175.56
TN,0.85,34557,986.41
TN,0.92,36983,602.84
TN,0.94,40960,615.97
TN,0.8,35892,283.82
TN,0.89,37327,299.27
TN,0.89,36356,228.02
TN,0.91,33816,210.21
TN,0.975,37311,366.49
TN,0.925,37743,315.83
TN,0.88,42056,169.45
TN,0.9,41954,175.42
TN,0.875,32013,198.59
TN,0.925,33158,238.19
TN,0.93,39970,246.64
TN,0.92,40490,261.31
TN,0.875,30020,499.21
TN,0.925,30652,476.06
TN,0.866,46325,561.65
TN,0.898,49105,541.68
TN,,26445,343.25
TN,0.825,28391,305.37
TN,0.85,31672,663.33
TN,0.93,32169,651.1
TN,0.9,36536,541.07
TN,0.96,39532,492.97
TN,0.875,35062,410.51
TN,0.825,35097,389.92
TN,0.92,42178,430.12
TN,0.93,41453,445.75
TN,0.898,49616,349.6
TN,0.914,53230,279.9
TN,0.79,35341,296.57
TN,0.85,35432,304.3
TN,0.9,42488,759.56
TN,0.95,40750,887.56
TN,0.822,39170,413.55
TN,0.841,42128,365.09
TN,0.89,41455,299.99
TN,0.92,42363,300.07
TN,0.82,43346,612.61
TN,0.87,46497,575.11
TN,0.9,37502,618.12
TN,0.92,40543,531.2
TN,0.93,33110,325.66
TN,0.93,34596,399.01
TN,0.925,36361,402.65
TN,0.925,37874,403.43
TN,0.91,37850,419.08
TN,0.95,38061,401.65
TN,0.94,48267,564.9
TN,0.95,51059,549.5
TN,0.875,47091,89.26
TN,0.875,50802,57.16
TN,0.93,36170,145.27
TN,0.995,38027,226.62
TN,0.847,38718,319.16
TN,0.882,34469,319.94
TN,0.91,33220,261.08
TN,0.89,35457,272.79
TN,0.925,31493,270.14
TN,0.925,33017,284.95
TN,,32023,33.33
TN,,32398,58.58
TN,0.93,36595,232.45
TN,0.925,37375,248.42
TN,0.85,34060,357.82
TN,0.91,35554,386.1
TN,0.89,40682,337.7
TN,0.82,38860,339.74
TN,0.78,41499,257.67
TN,0.89,42037,257.46
TN,0.94,54065,479.71
TN,0.95,51093,436.7
TN,0.91,53566,425.17
TN,0.91,57056,430.81
TN,0.857,29556,390.36
TN,0.893,27749,311.94
TN,0.925,38695,449.84
TN,0.925,46460,385.38
TN,0.8,42490,340.08
TN,0.86,40444,347.13
TN,0.776,44382,1269.81
TN,0.758,45067,1235.83
TN,0.92,42927,257.68
TN,0.93,43689,280.21
TN,0.975,41685,276.64
TN,0.975,43513,259.59
TN,0.904,38647,524.34
TN,0.923,40385,530.2
TN,0.89,55100,287.02
TN,0.91,56077,277.97
TN,0.96,51246,618.22
TN,0.95,53183,552.81
TN,0.975,41823,468.02
TN,0.975,41286,510.72
TN,0.925,36786,170.43
TN,0.975,36568,166.6
TN,0.75,33866,251.78
TN,0.81,35255,275.33
TN,0.875,35201,270.42
TN,,37393,299.87
TN,0.87,33576,295.43
TN,0.92,36327,335.01
TN,0.9,42371,422.99
TN,0.932,41542,414.82
TN,0.925,32016,173.1
TN,0.925,33318,183.28
TN,0.86,37595,308.67
TN,0.92,34809,319.05
TN,0.9,34534,288.29
TN,0.94,34320,323.2
TN,0.92,93003,120.77
TN,0.92,93241,123.63
TN,0.9,57676,431.35
TN,0.96,59655,388.64
TX,0.964,41530,311.56
TX,0.919,41279,302.27
TX,0.925,57690,536.37
TX,0.91,62781,518.01
TX,0.886,39747,350.84
TX,0.896,41804,348.02
TX,0.87,40883,186.09
TX,0.88,41666,201.34
TX,0.952,55459,112.93
TX,,56805,121.0
TX,,52122,17.24
TX,0.91,44828,189.97
TX,0.928,46631,171.5
TX,0.948,51448,233.82
TX,0.949,52042,202.25
TX,0.975,38504,303.86
TX,0.975,37626,251.87
TX,0.922,48492,83.84
TX,0.929,50334,89.96
TX,0.84,50024,414.82
TX,0.885,50151,368.79
TX,,33164,453.94
TX,,34563,379.62
TX,0.848,39070,271.79
TX,0.874,41804,219.66
TX,0.87,48391,404.2
TX,0.878,50223,413.71
TX,0.836,49651,507.66
TX,0.865,49655,476.86
TX,0.966,52668,207.38
TX,0.965,54914,175.14
TX,0.911,40763,88.16
TX,0.906,42864,94.56
TX,0.939,40574,728.02
TX,0.944,41657,677.66
TX,0.894,64883,193.51
TX,0.911,66337,170.31
TX,0.843,40064,393.69
TX,0.866,39732,387.12
TX,0.946,39235,185.38
TX,0.952,39106,124.18
TX,0.825,26857,361.79
TX,0.875,27644,301.41
TX,0.928,43303,353.22
TX,0.928,38636,369.69
TX,0.917,43561,190.77
TX,0.917,45732,174.18
TX,0.975,49685,172.45
TX,0.951,49286,166.71
TX,0.909,42963,346.15
TX,0.927,46021,317.38
TX,0.91,44736,522.36
TX,0.93,51004,545.07
TX,0.937,41874,95.14
TX,0.942,42138,97.35
TX,0.862,31080,319.26
TX,0.872,33905,293.32
TX,0.975,37232,248.23
TX,0.925,37941,236.35
TX,,53302,192.27
TX,,59252,159.18
TX,0.938,36172,290.87
TX,0.931,37546,283.92
TX,0.948,40710,154.39
TX,0.916,40689,105.98
TX,0.987,73031,261.18
TX,0.972,74915,238.29
TX,0.912,35202,456.95
TX,0.94,37735,455.96
TX,0.975,34731,335.52
TX,0.875,33919,365.87
TX,,51960,73.6
TX,0.909,50336,55.19
TX,,35652,54.18
TX,,37242,84.42
TX,,37891,29.54
TX,,38866,19.87
TX,0.906,32231,124.53
TX,,33014,152.58
TX,0.947,81992,182.81
TX,0.96,81315,170.32
TX,,35484,10.94
TX,,35389,10.73
TX,0.944,40702,254.02
TX,0.945,42438,217.96
TX,0.933,59081,275.89
TX,0.927,70322,281.8
TX,0.934,36522,230.3
TX,0.894,35434,226.73
TX,,37147,83.85
TX,,39035,144.86
TX,0.942,51473,260.68
TX,0.942,53565,215.94
TX,0.901,46132,219.27
TX,0.913,50161,209.99
TX,0.875,55599,116.54
TX,0.925,58901,135.43
TX,,46713,
TX,,50243,
TX,,36492,152.56
TX,,35443,141.09
TX,0.878,40312,237.07
TX,0.875,42378,311.95
TX,0.798,47343,498.24
TX,0.829,47902,465.92
TX,0.803,36312,334.69
TX,0.894,38333,303.0
TX,0.942,40515,184.41
TX,0.957,45937,292.6
TX,0.83,39481,377.99
TX,0.85,37991,293.02
TX,0.975,37515,130.84
TX,,37985,107.17
TX,0.931,71338,186.09
TX,0.856,75099,180.37
TX,,35491,108.45
TX,0.875,33342,471.24
TX,0.825,35801,469.28
TX,,35081,194.9
TX,,34861,197.54
TX,0.851,33223,620.98
TX,0.871,35118,737.6
TX,0.906,37916,211.66
TX,0.882,39959,200.11
TX,0.698,49784,666.43
TX,0.702,53752,717.77
TX,,34388,250.84
TX,,35339,165.54
TX,0.826,40092,416.96
TX,0.844,39748,401.51
TX,0.931,58016,216.98
TX,0.938,59257,178.18
TX,0.59,38636,184.38
TX,0.893,40346,155.96
TX,0.869,34388,196.76
TX,0.865,34376,158.32
TX,0.944,43183,146.04
TX,0.937,42392,166.97
TX,0.916,46907,129.75
TX,0.9,50938,129.81
TX,,38963,168.01
TX,,40691,166.6
TX,,34503,356.37
TX,,36534,348.4
TX,,33484,73.87
TX,0.913,86037,315.7
TX,0.917,87901,286.88
TX,0.975,40892,202.22
TX,0.975,41497,164.89
TX,0.941,45402,269.0
TX,0.932,44408,253.22
TX,0.856,32276,213.84
TX,0.841,35405,181.1
TX,0.924,46659,84.99
TX,0.953,49661,91.26
TX,0.893,59588,348.27
TX,0.905,60210,296.54
TX,,39988,56.6
TX,,47134,20.29
TX,0.975,51132,59.18
TX,0.958,50443,63.42
TX,0.975,46400,197.69
TX,0.975,48458,191.58
TX,0.886,36006,578.78
TX,0.962,37051,514.67
TX,0.926,43131,545.88
TX,0.903,48623,515.73
TX,0.939,46127,279.57
TX,0.953,44596,268.27
TX,0.88,43321,585.09
TX,0.906,46501,504.39
TX,0.852,42674,316.42
TX,0.901,44486,341.73
TX,0.929,62141,219.32
TX,0.938,59288,207.62
TX,0.853,40118,237.93
TX,0.89,39209,215.67
TX,,28656,236.64
TX,,30380,235.18
TX,0.93,37386,264.54
TX,,39448,254.25
TX,,51038,132.35
TX,,52207,182.3
TX,,34601,252.46
TX,,36726,126.94
TX,0.916,52318,161.27
TX,0.958,52037,151.36
TX,0.843,51298,779.22
TX,0.852,52533,725.45
TX,0.934,44958,445.85
TX,0.932,43777,405.14
TX,,61498,207.12
TX,,64558,240.28
TX,,31505,128.96
TX,,34473,133.33
TX,0.865,55819,210.68
TX,0.898,59260,208.67
TX,,60499,429.07
TX,0.925,69124,417.98
TX,0.925,38017,428.58
TX,0.935,39069,379.73
TX,0.823,33393,337.58
TX,0.842,34607,309.65
TX,0.932,37610,108.46
TX,0.933,40253,159.12
TX,0.849,46010,404.19
TX,0.868,50047,428.07
TX,0.909,56591,175.26
TX,0.957,59053,163.58
TX,0.907,40228,183.62
TX,0.919,41863,179.5
TX,0.912,33650,192.54
TX,0.955,34777,168.53
TX,0.885,42256,576.37
TX,0.943,46636,561.04
TX,,30043,128.17
TX,,31354,123.82
TX,0.908,42821,411.76
TX,0.915,44361,410.73
TX,0.882,50752,896.16
TX,0.923,50060,763.98
TX,0.933,44064,125.54
TX,,50168,200.38
TX,0.903,45363,237.21
TX,0.95,48338,180.38
TX,0.938,39219,291.22
TX,0.939,39414,306.39
TX,,43065,199.57
TX,,44234,141.74
TX,0.878,41207,637.4
TX,0.896,42099,651.97
TX,0.875,34546,165.54
TX,0.825,35854,149.48
TX,0.777,43696,661.34
TX,0.805,41249,663.49
TX,0.903,56659,250.0
TX,0.918,55960,241.7
TX,,38066,315.61
TX,,40621,290.48
TX,0.925,37292,206.74
TX,,43413,194.99
TX,0.908,55044,338.65
TX,0.942,61004,278.43
TX,0.979,68975,109.23
TX,0.987,75860,108.92
TX,0.9,40919,188.42
TX,0.893,42456,165.09
TX,,38378,312.91
TX,,38019,278.33
TX,0.925,38870,76.25
TX,,41271,75.87
TX,0.813,39237,796.99
TX,0.807,39261,702.74
TX,,33182,120.05
TX,,34419,105.91
TX,0.875,32001,146.59
TX,0.925,35491,185.51
TX,0.952,37943,413.87
TX,0.922,37593,375.02
TX,0.855,34505,350.87
TX,0.894,36717,346.75
TX,0.937,48442,121.09
TX,0.955,48746,135.11
TX,0.955,41606,93.84
TX,0.961,43827,109.27
TX,0.917,49906,345.52
TX,,52088,332.74
TX,,42201,143.13
TX,0.933,43617,111.49
TX,0.875,48441,401.59
TX,0.893,46176,422.2
TX,0.848,36496,541.08
TX,0.924,36537,516.52
TX,,51003,20.72
TX,,56484,0.0
TX,0.893,44573,98.68
TX,0.893,49726,151.76
TX,0.925,44316,97.26
TX,0.975,45669,78.66
TX,0.852,41555,782.82
TX,0.891,46223,744.17
TX,,34852,84.89
TX,,37678,111.54
TX,0.959,36579,333.62
TX,0.97,37460,206.88
TX,0.975,33330,439.89
TX,0.975,36090,550.38
TX,,47358,140.89
TX,,50004,169.99
TX,,42128,74.94
TX,,42087,49.37
TX,0.906,40860,288.14
TX,0.926,42036,284.21
TX,0.81,31313,262.65
TX,0.85,32073,291.75
TX,0.946,36483,218.92
TX,0.928,38408,190.82
TX,0.867,40855,518.19
TX,0.905,41066,478.3
TX,0.93,51345,210.16
TX,0.904,53714,179.31
TX,,31608,195.55
TX,,31390,161.08
TX,0.824,61268,323.1
TX,0.838,71151,311.43
TX,0.889,38715,154.61
TX,0.94,40120,175.76
TX,,39396,180.42
TX,,40318,114.12
TX,0.9,37395,216.31
TX,0.926,47677,273.0
TX,0.932,45996,173.23
TX,0.927,41516,158.75
TX,0.92,65874,260.31
TX,0.922,69317,215.16
TX,0.933,47445,312.58
TX,0.933,46991,274.97
TX,0.904,35294,414.29
TX,0.947,36366,433.89
TX,0.888,35183,450.31
TX,0.896,36775,410.97
TX,0.907,40624,417.84
TX,0.908,38423,450.26
TX,0.883,35830,72.39
TX,0.93,38544,43.32
TX,0.893,34941,963.69
TX,0.861,35846,832.43
TX,0.82,48066,681.8
TX,0.865,48324,631.74
TX,0.975,55700,171.29
TX,0.975,60650,204.15
TX,0.871,52431,79.97
TX,0.885,49238,405.16
TX,0.909,51340,388.57
TX,0.881,40817,352.0
TX,0.855,39660,319.86
TX,0.892,50916,228.81
TX,0.86,49792,266.17
TX,0.954,63720,157.81
TX,0.971,61199,148.4
TX,0.946,44256,224.02
TX,0.945,41784,182.45
TX,0.696,42378,401.08
TX,0.798,43766,374.28
TX,0.907,40254,233.19
TX,0.935,39833,211.3
TX,0.862,35754,632.36
TX,0.854,37366,575.36
TX,0.881,32861,84.47
TX,0.958,32766,46.09
TX,0.975,41349,131.26
TX,0.925,42183,165.25
TX,0.852,56716,531.95
TX,0.832,60439,492.43
TX,,56680,40.52
TX,,61724,39.04
TX,,33598,62.85
TX,,34556,78.7
TX,,33153,249.88
TX,,31409,159.45
TX,0.958,34431,276.28
TX,0.957,37053,220.0
TX,0.907,40970,188.95
TX,,45214,192.64
TX,0.91,39771,302.43
TX,0.909,40631,288.62
TX,0.923,85164,145.14
TX,0.944,92466,126.23
TX,0.954,35593,200.75
TX,0.953,36769,228.8
TX,0.918,44478,330.79
TX,0.906,44349,356.65
TX,0.938,35805,207.87
TX,0.939,37576,211.77
TX,,31714,302.33
TX,,32140,311.99
TX,0.875,42160,329.86
TX,0.949,42320,329.09
TX,0.892,48287,290.12
TX,0.91,46781,324.41
TX,,37107,191.84
TX,,36030,221.57
TX,,47322,20.39
TX,,50402,19.32
TX,0.911,49340,693.78
TX,0.954,53219,535.33
TX,,48779,60.52
TX,,51116,58.85
TX,0.938,37122,336.61
TX,0.944,36565,309.32
TX,,48054,119.33
TX,0.893,46305,404.63
TX,0.917,47711,391.16
TX,0.956,52988,75.27
TX,0.921,56282,66.05
TX,0.873,23358,272.31
TX,0.916,25408,264.72
TX,0.975,40805,117.03
TX,0.975,43779,133.77
TX,0.975,60695,134.44
TX,0.975,59098,104.75
TX,0.916,37076,251.48
TX,0.895,35601,281.62
TX,0.838,56030,451.84
TX,0.859,56906,436.93
TX,0.919,43181,430.31
TX,0.928,44081,378.01
TX,0.827,34928,193.87
TX,0.869,37489,228.97
TX,0.979,39312,262.14
TX,0.979,40501,231.63
TX,0.843,43393,299.84
TX,0.876,45405,270.03
TX,0.829,57293,413.2
TX,0.847,60372,381.31
TX,0.908,33771,311.38
TX,,33447,238.98
TX,0.94,39255,394.18
TX,0.938,40986,359.2
TX,0.943,43356,274.7
TX,0.961,46489,262.94
TX,,49846,50.45
TX,,54549,39.3
TX,0.901,32920,285.3
TX,0.875,35813,297.64
TX,0.789,39864,191.52
TX,0.868,38645,171.57
TX,0.912,42563,208.85
TX,0.932,43220,192.7
TX,0.779,49012,571.28
TX,0.812,51544,550.58
TX,0.906,38024,391.65
TX,0.784,40092,385.93
TX,0.941,47015,248.13
TX,0.958,49326,220.47
TX,0.875,46047,430.28
TX,0.918,51026,438.06
TX,0.923,45657,309.04
TX,0.937,49472,231.35
TX,0.889,35974,520.63
TX,0.894,38652,473.5
TX,0.913,40716,452.44
TX,0.937,42862,423.57
TX,,47012,236.23
TX,,51922,218.43
TX,0.913,43791,412.22
TX,0.943,43473,405.35
TX,0.869,37304,411.6
TX,0.952,37840,441.89
TX,0.878,29225,1164.82
TX,0.87,28945,902.32
TX,0.904,71272,137.72
TX,0.941,71252,142.29
TX,0.921,61103,125.64
TX,0.943,60844,101.38
TX,0.918,48727,218.94
TX,0.957,54294,277.06
TX,0.95,53927,199.24
TX,0.953,58392,154.25
TX,0.955,45466,168.76
TX,0.934,45763,134.79
TX,0.968,55063,144.45
TX,0.931,57995,141.38
TX,0.962,43248,174.38
TX,0.927,44372,163.55
TX,0.88,33462,228.83
TX,0.925,34506,205.48
TX,0.797,25157,430.61
TX,0.831,25291,362.1
UT,0.775,46309,76.98
UT,0.725,46138,109.68
UT,0.8,53830,125.51
UT,0.85,60372,149.23
UT,0.837,47609,62.85
UT,0.856,49556,54.4
UT,0.831,47214,158.4
UT,0.892,44594,212.23
UT,0.822,69019,106.59
UT,0.861,70456,100.01
UT,0.74,57945,204.96
UT,0.71,61386,216.87
UT,0.925,51819,24.56
UT,0.925,52070,30.07
UT,0.825,41786,
UT,,43798,
UT,0.925,42702,208.43
UT,0.875,42368,227.93
UT,0.795,41804,178.62
UT,0.8,43439,229.71
UT,0.833,51823,84.33
UT,0.923,51942,73.8
UT,0.775,43128,209.06
UT,0.825,46350,171.65
UT,0.87,48472,134.3
UT,0.88,51424,147.12
UT,0.925,75348,46.54
UT,0.875,83496,41.47
UT,,36403,
UT,,37897,0.0
UT,0.715,58743,355.73
UT,0.766,61716,341.53
UT,0.76,38329,111.52
UT,0.76,40327,95.98
UT,0.691,43921,
UT,0.767,45338,122.56
UT,0.75,45243,132.17
UT,0.79,49877,161.24
UT,0.903,84672,93.63
UT,0.909,81907,113.95
UT,0.79,61927,186.14
UT,0.92,59400,199.79
UT,0.663,60419,184.19
UT,0.665,62028,219.28
UT,0.77,58167,79.87
UT,0.807,60069,78.63
UT,0.86,62014,57.8
UT,0.9,64423,55.35
UT,0.751,45305,128.86
UT,0.811,50378,143.44
UT,,40185,122.07
UT,,38945,71.56
UT,0.72,54169,223.16
UT,0.75,54055,211.49
VA,0.74,36957,193.29
VA,0.8,38064,188.19
VA,,70813,123.87
VA,,70032,117.03
